"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-04","25","35","15"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-05","22","32","15"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-06","21","28","14"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-07","28","37","26"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-08","35","39","31"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-09","35","40","25"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-10","31","33","26"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-11","32","36","30"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-12","36","40","36"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-13","40","45","31"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-14","32","34","25"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-15","27","29","21"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-16","27","33","27"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-17","33","37","33"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-18","37","38","36"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-19","37","40","31"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-20","33","34","28"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-21","30","31","27"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-22","26","29","19"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-23","22","24","18"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-24","24","34","23"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-25","33","39","29"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-26","36","40","34"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-27","36","37","32"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-28","35","39","31"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-29","32","32","26"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-11-30","28","29","25"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-01","29","45","27"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-02","38","45","30"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-03","36","39","26"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-04","27","29","23"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-05","29","36","26"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-06","31","34","29"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-07","34","35","32"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-08","35","37","31"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-09","32","32","24"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-10","26","29","24"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-11","29","34","26"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-12","28","29","21"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-13","22","24","13"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-14","17","18","13"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-15","18","24","16"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-16","21","26","18"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-17","27","29","26"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-18","25","26","19"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-19","20","21","13"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-20","20","23","16"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-21","17","22","13"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-22","22","25","19"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-23","22","25","10"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-24","16","20","10"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-25","15","27","10"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-26","25","30","25"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-27","27","29","22"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-28","25","29","17"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-29","25","29","23"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-30","25","39","20"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2018-12-31","34","44","29"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-01","38","42","31"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-02","38","41","28"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-03","27","29","12"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-04","14","15","6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-05","7","12","2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-06","6","11","-7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-07","-1","8","-7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-08","7","13","4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-09","11","17","6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-10","13","17","0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-11","4","6","-4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-12","1","20","-1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-13","19","30","14"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-14","27","31","20"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-15","23","25","17"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-16","23","31","19"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-17","25","28","12"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-18","17","20","7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-19","12","15","3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-20","8","12","1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-21","9","21","9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-22","21","31","17"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-23","31","41","29"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-24","34","39","31"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-25","38","44","34"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-26","37","39","30"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-27","32","40","26"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-28","32","34","30"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-29","34","35","33"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-30","35","36","28"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-01-31","30","31","14"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-01","18","21","10"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-02","16","18","11"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-03","17","22","16"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-04","23","25","22"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-05","25","28","23"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-06","27","29","24"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-07","25","30","23"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-08","26","32","19"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-09","30","31","24"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-10","27","30","19"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-11","21","34","13"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-12","31","37","20"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-13","22","25","17"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-14","18","22","5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-15","10","17","0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-16","13","23","5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-17","23","38","23"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-18","35","38","30"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-19","30","31","18"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-20","20","23","10"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-21","22","29","16"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-22","21","27","5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-23","16","27","9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-24","15","25","6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-25","15","26","4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-26","15","27","7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-27","16","28","6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-02-28","17","28","8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","2019-03-01","19","32","8"
